DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P6160;P8586;P6218;P8587;P8587S1;P6211;P5455;P1088;P1088S1;P6216;P5457;P5673;P5674;P6223;P1101;P5461;P5461S1;P5461S2;P5461S3;P4693;P6167;P6180;P6180S1;P6180S2;P8610;P8610S1;P8610S2;P6229;P6229S1;P8612;P8612S1;P8612S2;P6238;P8614;P8614S1;P8614S2;P6202;P781;P781S1;P781S2;P782;P783;LLAVEHOG;FEX_C
6008275;5;1;5;1;2;7;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082751;634,175909598479
6008277;1;1;1;1;2;4;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082771;684,706668817816
6008277;2;1;2;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082771;684,706668817816
6008278;1;1;1;1;2;9;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082781;674,170411341566
6008278;2;1;2;1;1; ; ; ; ; ;2;5; ; ;1; ;1;1; ;2;2;2;4;15;1;1500;2500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60082781;674,170411341566
6008278;3;1;3;1;1; ; ; ; ; ;2;5; ; ;1; ;1;1; ;2;2;2;4;15;1;1000;2500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60082781;674,170411341566
6008278;4;1;4;1;1; ; ; ; ; ;2;1; ; ;1; ;1;2; ;2;2;2;4;15;1;1000;2500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60082781;674,170411341566
6008279;1;1;1;1;2; ;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082791;611,949592268724
6008279;2;1;2;1;2;9;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082791;611,949592268724
6008279;3;1;3;1;1; ; ; ; ; ;4;11; ;1;1; ;1;1; ;2;2;2;4;20;1;1000;1500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60082791;611,949592268724
6008279;4;1;4;2;1; ; ; ; ; ;1;1; ; ;1; ;1;2; ;1;1;1;4;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60082791;611,949592268724
6008279;5;1;5;1;2;4;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082791;611,949592268724
6008280;1;1;1;1;2; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082801;454,005332766068
6008280;2;1;2;1;2;9;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082801;454,005332766068
6008281;1;1;1;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082811;630,036768512037
6008281;2;1;2;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082811;630,036768512037
6008282;1;1;1;1;2; ;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082821;520,511347791808
6008282;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082821;520,511347791808
6008282;3;1;3;1;2;9;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082821;520,511347791808
6008282;4;1;4;1;2;9;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;60082821;520,511347791808
6008282;5;1;5;1;1; ; ; ; ; ;3;9; ; ;1; ;1;1; ;2;2;2;3;25;1;1000;2500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;3; ; ; ;60082821;520,511347791808
6008282;6;1;6;1;1; ; ; ; ; ;2;3; ; ;1; ;1;2; ;2;2;2;3;25;1;1000;2500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;3; ; ; ;60082821;520,511347791808
6008290;1;1;1;1;2; ;11;6;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082901;393,635970642544
6008290;2;1;2;1;1; ; ; ; ; ;5;1;1;1;1; ;1; ; ; ; ; ;1;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60082901;393,635970642544
6008290;3;1;3;1;1; ; ; ; ; ;2;4; ; ;1; ;1;1; ;2;2;2;4;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60082901;393,635970642544
6008291;1;1;1;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082911;246,171067405574
6008291;2;1;2;1;2; ;11;6;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082911;246,171067405574
6008291;3;1;3;1;2; ;5;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082911;246,171067405574
6008291;4;1;4;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;1;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;3; ; ; ;60082911;246,171067405574
6008291;5;1;5;1;1; ; ; ; ; ;3;8; ; ;1; ;1;1; ;2;2;2;1;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;3; ; ; ;60082911;246,171067405574
6008292;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082921;370,081600620566
6008292;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082921;370,081600620566
6008294;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082941;370,081600620566
6008294;2;1;2;1;2; ;13;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082941;370,081600620566
6008295;1;1;1;1;2; ;11;6;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082951;370,081600620566
6008295;2;1;2;1;2; ;11;6;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082951;370,081600620566
6008296;1;1;1;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082961;246,171067405574
6008296;2;1;2;1;2;3;9;3;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082961;246,171067405574
6008296;3;1;3;1;2;4;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082961;246,171067405574
6008297;1;1;1;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082971;535,317439204531
6008297;2;1;2;1;2;16;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082971;535,317439204531
6008297;3;1;3;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082971;535,317439204531
6008298;1;1;1;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082981;268,486167373803
6008298;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082981;268,486167373803
6008298;3;1;3;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082981;268,486167373803
6008298;4;1;4;1;2;9;9;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082981;268,486167373803
6008298;5;1;5;1;1; ; ; ; ; ;2;1; ; ;1; ;1;1; ;2;2;2;4;15;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;4; ; ; ;60082981;268,486167373803
6008299;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082991;642,750189530138
6008299;2;1;2;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082991;642,750189530138
6008299;3;1;3;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60082991;642,750189530138
6008300;1;1;1;1;2;10;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083001;368,236509648673
6008300;2;1;2;1;1; ; ; ; ; ;1;1; ; ;1; ;1;1; ;2;2;2;4;30;1;0;3000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60083001;368,236509648673
6008301;1;1;1;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083011;842,412718212602
6008301;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083011;842,412718212602
6008301;3;1;3;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083011;842,412718212602
6008301;4;1;4;1;1; ; ; ; ; ;3;9; ; ;1; ;1;1; ;2;2;2;4;15;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60083011;842,412718212602
6008301;5;1;5;1;2;10;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083011;842,412718212602
6008301;6;1;6;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083011;842,412718212602
6008301;8;1;8;1;2;3;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083011;842,412718212602
6008301;10;1;10;1;2;10;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083011;842,412718212602
6008302;1;1;1;1;2; ;9;3;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083021;370,125222530216
6008302;2;1;2;1;2;4;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083021;370,125222530216
6008302;3;1;3;1;1; ; ; ; ; ;2;2; ; ;1; ;1;1; ;2;2;2;1;20;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60083021;370,125222530216
6008303;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083031;740,718692729446
6008303;2;1;2;1;2;10;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083031;740,718692729446
6008303;3;1;3;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083031;740,718692729446
6008303;4;1;4;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083031;740,718692729446
6008304;1;1;1;1;2; ;13;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083041;299,820533080492
6008304;2;1;2;1;2; ;7;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083041;299,820533080492
6008304;3;1;3;1;2;2;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083041;299,820533080492
6008315;1;1;1;1;2;3;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083151;845,531703277865
6008316;1;1;1;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083161;273,024422359729
6008316;2;1;2;1;2; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083161;273,024422359729
6008316;3;1;3;1;2;9;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083161;273,024422359729
6008316;4;1;4;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083161;273,024422359729
6008317;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083171;291,032138404233
6008317;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083171;291,032138404233
6008317;3;1;3;1;2;9;10;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083171;291,032138404233
6008317;4;1;4;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60083171;291,032138404233
6008318;1;1;1;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083181;342,529166271123
6008318;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083181;342,529166271123
6008318;3;1;3;1;2;4;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083181;342,529166271123
6008319;1;1;1;1;2; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083191;262,322681916736
6008319;2;1;2;1;2; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083191;262,322681916736
6008319;3;1;3;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083191;262,322681916736
6008320;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083201;302,079287338537
6008320;2;1;2;1;2;9;6;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083201;302,079287338537
6008320;3;1;3;1;2;7;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083201;302,079287338537
6008320;4;1;4;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60083201;302,079287338537
6008321;1;1;1;1;2; ;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083211;208,87673946611
6008321;2;1;2;1;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083211;208,87673946611
6008321;3;1;3;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083211;208,87673946611
6008321;4;1;4;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60083211;208,87673946611
6008324;1;1;1;1;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083241;513,572007463782
6008324;2;1;2;1;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083241;513,572007463782
6008324;3;1;3;1;2;9;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083241;513,572007463782
6008324;4;1;4;1;2;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083241;513,572007463782
6008324;5;1;5;1;1; ; ; ; ; ;2;5; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60083241;513,572007463782
6008324;6;1;6;1;1; ; ; ; ; ;2;3; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60083241;513,572007463782
6008324;7;1;7;1;1; ; ; ; ; ;2;2; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60083241;513,572007463782
6008325;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083251;301,148020325257
6008325;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083251;301,148020325257
6008325;3;1;3;1;1; ; ; ; ; ;8;1;6;1;2; ;1; ; ; ; ; ;4;15;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60083251;301,148020325257
6008326;1;1;1;1;2; ;13;4;12;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083261;289,39864425286
6008326;2;1;2;1;2; ;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083261;289,39864425286
6008326;3;1;3;1;2; ;9;4;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083261;289,39864425286
6008327;1;1;1;1;2;9;10;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083271;366,679323691948
6008327;2;1;2;1;1; ; ; ; ; ;4;10; ;1;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;4; ; ; ; ;60083271;366,679323691948
6008328;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083281;298,968612890116
6008328;2;1;2;1;2;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083281;298,968612890116
6008328;3;1;3;1;1; ; ; ; ; ;3;8; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60083281;298,968612890116
6008329;1;1;1;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083291;317,522242218388
6008329;2;1;2;1;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083291;317,522242218388
6008330;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083301;361,082795599396
6008330;2;1;2;1;2; ;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083301;361,082795599396
6008330;3;1;3;1;1; ; ; ; ; ;2;5; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60083301;361,082795599396
6008340;1;1;1;1;2;10;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083401;317,522242218388
6008340;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083401;317,522242218388
6008352;1;1;1;1;2; ;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083521;317,522242218388
6008352;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083521;317,522242218388
6008353;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083531;225,020468507837
6008353;2;1;2;1;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083531;225,020468507837
6008354;1;1;1;1;2;8;7;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083541;453,062886151429
6008355;1;1;1;1;2;16;11;6;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083551;538,180527568736
6008356;1;1;1;1;2; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083561;487,71277315476
6008357;1;1;1;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083571;457,046126290488
6008357;2;1;2;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083571;457,046126290488
6008358;1;1;1;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083581;460,648392833831
6008358;2;1;2;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083581;460,648392833831
6008359;1;1;1;1;2; ;12;2;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60083591;541,782794112079
